search_date,from_location,to_location,departure_time,arrival_time,price_adult,price_child,operator,vessel
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,08:30,18:00,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,13:00,21:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),08:30,11:45,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),13:00,16:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),08:30,20:30,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),13:00,00:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),08:30,09:30,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:00,13:30,THB 450,THB 225,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:30,14:15,THB 450,THB 225,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),13:00,14:15,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),15:00,16:00,THB 590,THB 290,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),16:45,17:45,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,08:30,18:00,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,13:00,21:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),08:30,09:30,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:00,13:30,THB 450,THB 225,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:30,14:15,THB 450,THB 225,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),13:00,14:15,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),15:00,16:00,THB 590,THB 290,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),16:45,17:45,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),08:30,11:45,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),13:00,16:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),08:30,20:30,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),13:00,00:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),08:30,11:45,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),13:00,16:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),08:30,20:30,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),13:00,00:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,08:30,18:00,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,13:00,21:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),08:30,09:30,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:00,13:30,THB 450,THB 225,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:30,14:15,THB 450,THB 225,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),13:00,14:15,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),15:00,16:00,THB 590,THB 290,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),16:45,17:45,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),08:30,20:30,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Bangkok (Pinklao),13:00,00:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),08:30,11:45,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon (Thung Makham Noi Pier),13:00,16:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),08:30,09:30,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:00,13:30,THB 450,THB 225,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),12:30,14:15,THB 450,THB 225,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),13:00,14:15,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),15:00,16:00,THB 590,THB 290,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Tao (Mae Haad Pier),16:45,17:45,THB 590,THB 290,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,08:30,18:00,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Hua Hin,13:00,21:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Raja Ferry Pier),05:00,07:30,THB 290,,Operator_84e8c314,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Seatran Pier),05:30,08:00,THB 330,,Operator_0556de86,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Raja Ferry Pier),08:00,10:30,THB 290,,Operator_84e8c314,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Lomprayah Pier),08:00,09:30,THB 550,THB 275,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Seatran Pier),08:30,11:00,THB 330,,Operator_0556de86,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Lomprayah Pier),11:00,12:45,THB 550,THB 275,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Raja Ferry Pier),11:00,13:30,THB 290,,Operator_84e8c314,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Seatran Pier),11:30,14:00,THB 330,,Operator_0556de86,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Raja Ferry Pier),14:00,16:30,THB 290,,Operator_84e8c314,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Seatran Pier),14:30,17:00,THB 330,,Operator_0556de86,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Raja Ferry Pier),17:30,20:00,THB 290,,Operator_84e8c314,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Donsak (Seatran Pier),17:30,20:00,THB 330,,Operator_0556de86,Ferry
"08 Feb, 2025",Koh Phangan (Haad Rin Pier),Koh Samui (Big Buddha Pier),07:30,07:50,THB 500,THB 250,Operator_fa7f7a55,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Maenam/Pralarn Pier),08:00,08:30,THB 350,THB 175,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Baan Tai Pier),Koh Samui  (Bangrak/ Petcherat Pier),08:00,08:30,THB 500,,Operator_69d1cbe2,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Nathon Pier),08:00,08:30,THB 350,THB 175,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Haad Rin Pier),Koh Samui (Big Buddha Pier),09:30,10:20,THB 200,THB 100,Operator_fa7f7a55,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui  (Bangrak/ Petcherat Pier),10:30,10:50,THB 350,THB 250,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak/Lomlahk Pier),10:30,11:00,THB 290,THB 125,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak Pier),10:30,11:15,THB 350,THB 250,Operator_73506cff,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Nathon Pier),11:00,11:30,THB 350,THB 175,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Baan Tai Pier),Koh Samui  (Bangrak/ Petcherat Pier),11:00,11:30,THB 500,,Operator_69d1cbe2,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Maenam/Pralarn Pier),11:00,11:30,THB 350,THB 175,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Nathon Pier),12:00,13:00,THB 250,THB 125,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Haad Rin Pier),Koh Samui (Big Buddha Pier),12:30,12:50,THB 500,THB 250,Operator_fa7f7a55,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak/Lomlahk Pier),12:30,13:00,THB 350,THB 175,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak/Lomlahk Pier),14:00,14:30,THB 350,THB 175,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui  (Bangrak/ Petcherat Pier),14:00,14:20,THB 350,THB 250,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui  (Bangrak/ Petcherat Pier),15:00,15:20,THB 350,THB 250,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Baan Tai Pier),Koh Samui  (Bangrak/ Petcherat Pier),15:00,15:30,THB 500,,Operator_69d1cbe2,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak/Lomlahk Pier),15:00,15:30,THB 350,THB 175,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Haad Rin Pier),Koh Samui (Big Buddha Pier),16:00,16:50,THB 200,THB 100,Operator_fa7f7a55,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak/Lomlahk Pier),16:00,16:30,THB 290,THB 175,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak Pier),16:00,16:45,THB 350,THB 250,Operator_73506cff,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Maenam/Pralarn Pier),17:00,17:30,THB 350,THB 175,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui  (Bangrak/ Petcherat Pier),17:30,17:50,THB 350,THB 250,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Phangan (Baan Tai Pier),Koh Samui  (Bangrak/ Petcherat Pier),17:30,18:00,THB 600,,Operator_69d1cbe2,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Bangrak/Lomlahk Pier),17:30,18:00,THB 350,THB 175,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Samui (Maenam/Pralarn Pier),18:30,19:00,THB 250,THB 125,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Phangan (Baan Tai Pier),Koh Samui  (Bangrak/ Petcherat Pier),19:30,20:00,THB 600,,Operator_69d1cbe2,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),05:00,09:00,THB 410,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),05:30,10:00,THB 480,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (Tapee Pier),08:00,10:00,THB 790,THB 390,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (Tapee Pier),08:00,11:00,THB 690,THB 350,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),08:00,12:00,THB 410,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),08:30,13:00,THB 480,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (Tapee Pier),11:00,14:00,THB 690,THB 350,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),11:00,15:00,THB 410,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),11:30,16:00,THB 480,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),14:00,18:00,THB 410,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),14:30,19:00,THB 480,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),17:30,21:00,THB 410,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani (City),17:30,21:30,THB 480,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,05:00,09:45,THB 460,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,05:30,10:30,THB 580,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,08:00,10:45,THB 950,THB 475,Operator_02c9d7f7,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,08:00,12:45,THB 460,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,08:00,11:15,THB 850,THB 425,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,08:30,13:30,THB 580,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,11:00,14:15,THB 850,THB 425,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,11:00,15:45,THB 460,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,11:30,16:30,THB 580,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,14:00,18:45,THB 460,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Train Station,17:30,21:45,THB 460,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Phuket (Bus Terminal 2),08:00,17:00,THB 690,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Phuket,11:00,18:30,THB 1390,THB 690,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Phuket (Bus Terminal 2),11:00,18:30,THB 690,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),05:00,10:00,THB 570,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),05:30,11:00,THB 590,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),08:00,11:00,THB 1050,THB 525,Operator_02c9d7f7,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),08:00,13:00,THB 570,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),08:00,11:30,THB 950,THB 475,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),08:30,13:45,THB 590,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),11:00,14:30,THB 950,THB 475,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),11:00,16:00,THB 570,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Surat Thani Airport (URT),11:30,16:45,THB 590,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi (Bus Terminal),05:00,15:00,THB 690,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi,08:00,13:00,THB 1190,THB 590,Operator_02c9d7f7,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi,08:00,12:30,THB 1190,THB 590,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi (Bus Terminal),08:00,16:00,THB 690,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi,11:00,15:30,THB 1190,THB 590,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi (Sea Pearl Office),11:00,18:00,THB 690,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi (Bus Terminal),11:00,19:00,THB 690,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon Train Station,08:30,12:30,THB 1250,THB 700,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Chumphon Train Station,13:00,17:15,THB 1250,THB 700,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Phi Phi,05:00,17:00,THB 1250,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Phi Phi,08:00,15:30,THB 2190,THB 1090,Operator_02c9d7f7,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Koh Phi Phi,08:00,17:00,THB 1650,THB 825,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),05:00,09:30,THB 570,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),05:30,10:30,THB 610,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),08:00,12:00,THB 950,THB 475,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),08:00,12:30,THB 570,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),08:30,13:00,THB 610,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),11:00,14:30,THB 950,THB 475,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),11:00,15:30,THB 570,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Nakhon Si Thamarat Airport (NST),11:30,16:30,THB 610,,Operator_0556de86,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Khanom,05:00,08:30,THB 470,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Khanom,08:00,11:30,THB 470,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Khanom,11:00,14:30,THB 470,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi Ao Nang,05:00,14:00,THB 920,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Krabi Ao Nang,08:00,17:00,THB 920,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Bangkok (Pinklao),Koh Phangan (Thongsala Pier),06:00,16:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Bangkok (Pinklao),Koh Phangan (Thongsala Pier),21:00,10:30,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Khao Sok National Park,05:00,13:00,THB 650,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Khao Sok National Park,08:00,16:00,THB 650,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Koh Phangan (Thongsala Pier),Khao Sok National Park,11:00,19:00,THB 650,,Operator_84e8c314,Ferry + Bus
"08 Feb, 2025",Hua Hin,Koh Phangan (Thongsala Pier),08:45,16:45,THB 1350,THB 675,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Hua Hin,Koh Tao (Mae Haad Pier),08:45,15:15,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Bangkok (Pinklao),Koh Samui (Maenam/Pralarn Pier),06:00,17:30,THB 1450,THB 725,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Bangkok (Pinklao),Koh Samui (Maenam/Pralarn Pier),21:00,11:30,THB 1450,THB 725,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Bangkok (Pinklao),Koh Tao (Mae Haad Pier),06:00,15:15,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Bangkok (Pinklao),Koh Tao (Mae Haad Pier),21:00,08:45,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Hua Hin,Koh Samui (Maenam/Pralarn Pier),08:45,17:30,THB 1450,THB 725,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Chumphon (Thung Makham Noi Pier),Koh Tao (Mae Haad Pier),07:00,08:45,THB 750,THB 375,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Chumphon (Thung Makham Noi Pier),Koh Tao (Mae Haad Pier),13:30,15:15,THB 750,THB 375,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Chumphon (Thung Makham Noi Pier),Koh Phangan (Thongsala Pier),07:00,10:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Chumphon (Thung Makham Noi Pier),Koh Phangan (Thongsala Pier),13:30,16:45,THB 1090,THB 550,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Chumphon (Thung Makham Noi Pier),Koh Samui (Maenam/Pralarn Pier),07:00,11:30,THB 1190,THB 600,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Chumphon (Thung Makham Noi Pier),Koh Samui (Maenam/Pralarn Pier),13:30,17:30,THB 1190,THB 600,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Bangkok (Pinklao),10:15,20:30,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Bangkok (Pinklao),14:45,00:45,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Hua Hin,10:15,18:00,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Hua Hin,14:45,21:45,THB 1250,THB 625,Operator_e7a4dd32,Ferry + Bus
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Koh Phangan (Thongsala Pier),07:00,07:50,THB 690,THB 350,Operator_02c9d7f7,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Koh Phangan (Thongsala Pier),09:30,10:30,THB 590,THB 300,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Koh Phangan (Thongsala Pier),09:30,11:30,THB 490,THB 250,Operator_a6647d2e,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Koh Phangan (Thongsala Pier),15:30,16:45,THB 590,THB 300,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Koh Phangan (Thongsala Pier),16:30,18:10,THB 450,THB 225,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Chumphon (Thung Makham Noi Pier),10:15,11:45,THB 750,THB 375,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Chumphon (Thung Makham Noi Pier),14:45,16:30,THB 750,THB 375,Operator_e7a4dd32,Ferry
"08 Feb, 2025",Koh Tao (Mae Haad Pier),Surat Thani (Tapee Pier),07:00,10:00,THB 990,THB 490,Operator_02c9d7f7,Ferry
