search_date,from_location,to_location,departure_time,arrival_time,price_adult,price_child,operator,vessel
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Phangan (Thongsala Pier),12:30,13:00,THB 350,THB 175,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Bangrak/Lomlahk Pier),Koh Phangan (Thongsala Pier),13:30,14:00,THB 350,THB 175,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui  (Bangrak/ Petcherat Pier),Koh Phangan (Thongsala Pier),14:00,14:20,THB 350,THB 250,Operator_a6647d2e,Ferry
"11 Feb, 2025",Koh Samui (Bangrak Pier),Koh Phangan (Thongsala Pier),14:30,15:15,THB 350,THB 250,Operator_73506cff,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Phangan (Thongsala Pier),14:30,14:50,THB 350,THB 175,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Bangrak/Lomlahk Pier),Koh Phangan (Thongsala Pier),14:30,15:00,THB 290,THB 150,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Big Buddha Pier),Koh Phangan (Haad Rin Pier),15:00,15:20,THB 500,THB 250,Operator_fa7f7a55,Ferry
"11 Feb, 2025",Koh Samui  (Bangrak/ Petcherat Pier),Koh Phangan (Baan Tai Pier),16:00,16:30,THB 500,,Operator_f1cc60e1,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Koh Phangan (Thongsala Pier),16:00,16:30,THB 350,THB 175,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui  (Bangrak/ Petcherat Pier),Koh Phangan (Thongsala Pier),16:30,16:50,THB 350,THB 250,Operator_a6647d2e,Ferry
"11 Feb, 2025",Koh Samui (Big Buddha Pier),Koh Phangan (Haad Rin Pier),17:00,17:50,THB 200,THB 100,Operator_fa7f7a55,Ferry
"11 Feb, 2025",Koh Samui (Bangrak/Lomlahk Pier),Koh Phangan (Thongsala Pier),17:00,17:30,THB 350,THB 175,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui  (Bangrak/ Petcherat Pier),Koh Phangan (Baan Tai Pier),18:30,19:00,THB 600,,Operator_f1cc60e1,Ferry
"11 Feb, 2025",Koh Samui  (Bangrak/ Petcherat Pier),Koh Phangan (Baan Tai Pier),20:30,21:00,THB 900,,Operator_f1cc60e1,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Hua Hin,08:00,18:00,THB 1450,THB 725,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Hua Hin,12:30,21:45,THB 1450,THB 725,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Chumphon (Thung Makham Noi Pier),08:00,11:45,THB 1190,THB 590,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Chumphon (Thung Makham Noi Pier),12:30,16:30,THB 1190,THB 600,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Tao (Mae Haad Pier),08:00,09:30,THB 690,THB 350,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Koh Tao (Mae Haad Pier),10:30,14:30,THB 590,THB 290,Operator_a6647d2e,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Tao (Mae Haad Pier),11:00,13:30,THB 550,THB 275,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui  (Bangrak/ Petcherat Pier),Koh Tao (Mae Haad Pier),11:30,14:15,THB 690,THB 550,Operator_a6647d2e,Ferry
"11 Feb, 2025",Koh Samui (Bangrak/Lomlahk Pier),Koh Tao (Mae Haad Pier),11:30,14:15,THB 690,THB 350,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Koh Tao (Mae Haad Pier),12:15,14:15,THB 690,THB 350,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Tao (Mae Haad Pier),12:30,14:15,THB 690,THB 350,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Tao (Mae Haad Pier),14:30,16:00,THB 690,THB 350,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Bangrak/Lomlahk Pier),Koh Tao (Mae Haad Pier),14:30,17:45,THB 690,THB 350,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Bangrak/Lomlahk Pier),Koh Tao (Mae Haad Pier),15:30,17:00,THB 690,THB 350,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Koh Tao (Mae Haad Pier),16:00,17:45,THB 690,THB 350,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),05:00,08:30,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani (City),05:00,09:00,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),06:00,09:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani,07:00,10:30,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),07:00,10:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),08:00,11:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Surat Thani (Tapee Pier),08:30,10:00,THB 690,THB 350,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (Tapee Pier),08:30,11:00,THB 590,THB 300,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani,09:00,12:00,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),09:00,12:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani,10:00,13:30,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),10:00,13:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani (City),11:00,15:00,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),11:00,14:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (Tapee Pier),11:45,14:00,THB 590,THB 300,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani (City),12:00,16:30,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),12:00,15:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),13:00,16:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani (City),14:00,18:00,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),14:00,17:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),15:00,18:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),16:00,19:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),17:00,20:00,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani (City),17:00,21:00,THB 340,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani (City),18:00,21:30,THB 390,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),05:00,06:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),05:00,06:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),06:00,07:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),06:00,07:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),07:00,08:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),07:00,08:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),08:00,09:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),08:00,09:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Lomprayah Pier),08:30,09:30,THB 450,THB 225,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),09:00,10:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),09:00,10:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),10:00,11:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),10:00,11:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),11:00,12:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),11:00,12:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Lomprayah Pier),11:45,12:45,THB 450,THB 225,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),12:00,13:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),12:00,13:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),13:00,14:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),13:00,14:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),14:00,15:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),14:00,15:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),15:00,16:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),15:00,16:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),16:00,17:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),16:00,17:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),17:00,18:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),17:00,18:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),18:00,19:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),18:00,19:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Donsak (Raja Ferry Pier),19:00,20:30,THB 230,,Operator_84e8c314,Ferry
"11 Feb, 2025",Koh Samui (Nathon Pier),Donsak (Seatran Pier),19:00,20:30,THB 270,,Operator_0556de86,Ferry
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Nakhon Si Thamarat Airport (NST),05:00,09:40,THB 495,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),06:00,10:00,THB 540,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),08:30,12:00,THB 850,THB 425,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Nakhon Si Thamarat Airport (NST),09:00,12:40,THB 495,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),09:00,13:00,THB 540,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),11:00,15:00,THB 540,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),11:45,14:30,THB 850,THB 425,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Nakhon Si Thamarat Airport (NST),12:00,15:40,THB 495,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),12:00,16:00,THB 540,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Nakhon Si Thamarat Airport (NST),14:00,17:40,THB 495,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Nakhon Si Thamarat Airport (NST),14:00,18:00,THB 540,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Phuket (Bus Terminal 2),09:00,17:00,THB 630,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Phuket (Bus Terminal 2),11:00,18:30,THB 630,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Phuket,11:45,18:30,THB 1290,THB 650,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,05:00,09:45,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,06:00,10:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,07:00,11:15,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,07:00,11:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Surat Thani Train Station,08:30,10:45,THB 850,THB 425,Operator_02c9d7f7,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,08:30,11:15,THB 750,THB 375,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,09:00,12:45,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,09:00,13:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,10:00,13:45,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,10:00,14:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,11:00,15:45,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,11:00,15:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,11:45,14:15,THB 750,THB 375,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,12:00,17:15,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,12:00,16:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,13:00,17:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,14:00,18:45,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Train Station,14:00,18:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Train Station,17:00,21:45,THB 390,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),05:00,10:00,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),06:00,10:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),07:00,11:30,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),07:00,11:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),08:00,12:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Surat Thani Airport (URT),08:30,11:00,THB 950,THB 475,Operator_02c9d7f7,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),08:30,11:30,THB 850,THB 425,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),09:00,13:00,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),09:00,13:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),10:00,14:00,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),10:00,14:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),11:00,16:00,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),11:00,15:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),11:45,14:30,THB 850,THB 425,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),12:00,17:30,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),12:00,16:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),13:00,17:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Surat Thani Airport (URT),14:00,19:00,THB 490,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Surat Thani Airport (URT),14:00,18:00,THB 490,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Koh Phi Phi,05:00,17:00,THB 1160,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Koh Phi Phi,08:30,17:00,THB 1550,THB 775,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Koh Phi Phi,08:30,15:30,THB 2090,THB 1050,Operator_02c9d7f7,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Chumphon Train Station,12:30,17:15,THB 1350,THB 750,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi (Bus Terminal),05:00,15:00,THB 610,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Maenam/Pralarn Pier),Krabi,08:30,13:00,THB 990,THB 490,Operator_02c9d7f7,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Krabi,08:30,12:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi (Bus Terminal),09:00,16:00,THB 610,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi (Bus Terminal),11:00,19:00,THB 610,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Nathon Pier),Krabi,11:45,15:30,THB 1090,THB 550,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi (Sea Pearl Office),12:00,18:00,THB 610,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi (Bus Terminal),13:00,19:00,THB 610,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi Ao Nang,05:00,14:00,THB 830,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Krabi Ao Nang,09:00,17:00,THB 830,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khanom,05:00,08:30,THB 400,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khanom,09:00,11:30,THB 400,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khanom,11:00,14:30,THB 400,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khanom,14:00,16:30,THB 400,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khao Sok National Park,06:00,13:00,THB 570,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khao Sok National Park,09:00,16:00,THB 570,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Koh Samui (Lipa Noi Pier),Khao Sok National Park,12:00,19:00,THB 570,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Donsak (Raja Ferry Pier),Koh Phangan (Thongsala Pier),05:00,07:30,THB 290,,Operator_84e8c314,Ferry
"11 Feb, 2025",Donsak (Seatran Pier),Koh Phangan (Thongsala Pier),05:30,08:00,THB 330,,Operator_0556de86,Ferry
"11 Feb, 2025",Donsak (Raja Ferry Pier),Koh Phangan (Thongsala Pier),08:00,10:30,THB 290,,Operator_84e8c314,Ferry
"11 Feb, 2025",Donsak (Seatran Pier),Koh Phangan (Thongsala Pier),08:30,11:00,THB 330,,Operator_0556de86,Ferry
"11 Feb, 2025",Donsak (Lomprayah Pier),Koh Phangan (Thongsala Pier),11:00,12:45,THB 550,THB 275,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Donsak (Raja Ferry Pier),Koh Phangan (Thongsala Pier),11:00,13:30,THB 290,,Operator_84e8c314,Ferry
"11 Feb, 2025",Donsak (Seatran Pier),Koh Phangan (Thongsala Pier),11:30,14:00,THB 330,,Operator_0556de86,Ferry
"11 Feb, 2025",Donsak (Raja Ferry Pier),Koh Phangan (Thongsala Pier),14:00,16:30,THB 290,,Operator_84e8c314,Ferry
"11 Feb, 2025",Donsak (Seatran Pier),Koh Phangan (Thongsala Pier),14:30,17:00,THB 330,,Operator_0556de86,Ferry
"11 Feb, 2025",Donsak (Lomprayah Pier),Koh Phangan (Thongsala Pier),15:00,16:30,THB 550,THB 275,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Donsak (Seatran Pier),Koh Phangan (Thongsala Pier),17:30,20:00,THB 330,,Operator_0556de86,Ferry
"11 Feb, 2025",Donsak (Raja Ferry Pier),Koh Phangan (Thongsala Pier),18:00,20:30,THB 290,,Operator_84e8c314,Ferry
"11 Feb, 2025",Donsak (Lomprayah Pier),Koh Tao (Mae Haad Pier),11:00,14:15,THB 750,THB 375,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Donsak (Lomprayah Pier),Koh Tao (Mae Haad Pier),15:00,17:45,THB 750,THB 375,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Surat Thani (Tapee Pier),Koh Tao (Mae Haad Pier),10:00,14:15,THB 890,THB 450,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Surat Thani (Tapee Pier),Koh Tao (Mae Haad Pier),12:00,16:00,THB 990,THB 490,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Surat Thani (Tapee Pier),Koh Tao (Mae Haad Pier),13:00,17:45,THB 890,THB 450,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Surat Thani (Tapee Pier),Koh Tao (Mae Haad Pier),15:30,18:00,THB 990,THB 490,Operator_e7a4dd32,Ferry
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),06:30,11:00,THB 480,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),06:30,10:30,THB 410,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),08:00,13:30,THB 410,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),09:00,13:30,THB 410,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),09:30,14:00,THB 480,,Operator_0556de86,Ferry + Bus
"11 Feb, 2025",Surat Thani (Tapee Pier),Koh Phangan (Thongsala Pier),10:00,12:45,THB 690,THB 350,Operator_e7a4dd32,Ferry + Bus
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),11:00,16:30,THB 410,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Surat Thani (Tapee Pier),Koh Phangan (Thongsala Pier),12:00,14:50,THB 790,THB 390,Operator_02c9d7f7,Ferry
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),12:00,16:30,THB 410,,Operator_84e8c314,Ferry + Bus
"11 Feb, 2025",Surat Thani (City),Koh Phangan (Thongsala Pier),12:30,17:00,THB 480,,Operator_0556de86,Ferry + Bus
